id	g	profile	group_class	y1	y2	y3	x	w
1	1	2	1	1.77557717506449	2.05758909744307	0.784001444778665	0.376400673764322	0.64719224218726
2	1	2	1	1.56260214409994	2.78723986183483	1.08362800532413	1.27916751287524	0.64719224218726
3	1	1	1	1.32776845840738	0.249122281330722	-2.48184320500485	1.00634150067399	0.64719224218726
4	1	2	1	1.53152212697455	1.33538046354476	1.09529009741748	0.238824224825139	0.64719224218726
5	1	2	1	0.660042273715528	1.87593032332565	2.61216218943337	-0.495317086021373	0.64719224218726
6	1	1	1	1.66543272776861	-0.795117587763548	0.238961185229975	-1.09345076510966	0.64719224218726
7	1	1	1	0.538949952138077	-0.137800929733305	0.839704393991894	0.332403780012204	0.64719224218726
8	1	1	1	0.999384763413126	1.88560944553046	-1.08461906907179	0.112673395072611	0.64719224218726
9	1	2	1	2.34148932892614	0.565185522123232	-0.152629517644084	0.211634867804967	0.64719224218726
10	1	2	1	0.941372668697316	2.76122751202516	-1.04627067832703	0.643550325128351	0.64719224218726
11	2	1	1	-0.0415993014090398	-1.41431078108456	-2.06910956617001	-0.785208763294229	0.734065688022373
12	2	2	1	0.70717232317503	1.34302084580317	1.67683640493348	0.890170648053565	0.734065688022373
13	2	1	1	-0.893863996540352	-0.3156018612983	-1.32793614648867	0.883894865703757	0.734065688022373
14	2	2	1	2.5419091980679	2.17970067327498	1.45411991131624	-2.02937194922012	0.734065688022373
15	2	2	1	2.96963598454945	0.984866180340332	1.68502054635281	1.36391327008944	0.734065688022373
16	2	1	1	-0.244988917948808	1.24719131721444	-1.17098379827154	-0.456029540071045	0.734065688022373
17	2	1	1	0.860180084424709	-0.314646516836174	-0.821140032892981	0.547429721011428	0.734065688022373
18	2	1	1	-0.675843952185185	-1.57180403556226	-1.26479622634489	-1.09054717600287	0.734065688022373
19	2	1	1	-0.500043688364124	-1.26594149641929	-1.04917271853916	0.0109107993926866	0.734065688022373
20	2	2	1	3.83203289065985	3.64420594228033	1.29275434918373	-0.253604488666482	0.734065688022373
21	3	2	2	1.67072773662179	1.65161488678851	0.951523444190324	-0.990669315035562	0.654760223993322
22	3	2	2	2.26130788662471	2.23762745343473	2.59323665876186	0.0111248422053374	0.654760223993322
23	3	2	2	0.887839468579346	3.66849377749542	1.70916726210542	-0.19095303961916	0.654760223993322
24	3	2	2	3.06221046113754	1.18437307277593	2.36704470006789	-0.930515357617801	0.654760223993322
25	3	1	2	0.205000244171687	0.242388611930577	-0.63720887876017	-1.26175580202761	0.654760223993322
26	3	2	2	-0.0243277151700445	2.35847628372796	1.72649874732411	0.917237446857066	0.654760223993322
27	3	2	2	3.22737475432954	-0.188297386842709	0.27824340265465	-0.650567551014101	0.654760223993322
28	3	2	2	3.1953441304346	0.591820039671599	-0.233130589368981	0.338306200001427	0.654760223993322
29	3	1	2	0.772515546839223	1.52012038441352	0.378507791889889	1.54143769561005	0.654760223993322
30	3	1	2	-1.40953802636953	-0.311665019266125	-1.50268376667482	0.217938248291927	0.654760223993322
31	4	1	1	-0.43242997230287	1.13073595116948	-0.42803350065468	1.27407379611251	2.25461438140723
32	4	2	1	1.55771188860058	0.20093549877407	1.63997036454076	0.350635461542934	2.25461438140723
33	4	1	1	1.34899226158638	0.636805499368148	-0.254145767841719	1.03312545483952	2.25461438140723
34	4	1	1	-1.07463159377551	0.240755749368654	0.544845801484191	0.567460268280486	2.25461438140723
35	4	1	1	-0.335082418815194	2.15752474248753	-1.58941652122607	-0.610372403926818	2.25461438140723
36	4	2	1	2.75083241261864	3.41951325355953	2.07253166481527	0.104374651285497	2.25461438140723
37	4	1	1	1.99720657393103	0.894498077628106	0.790684499232722	0.0995820015270847	2.25461438140723
38	4	1	1	1.79190783602721	0.818826353705481	-0.0721034823742581	0.842274698613664	2.25461438140723
39	4	1	1	-1.23297630910884	-0.0408471905190615	-1.11465739715198	0.309210144376757	2.25461438140723
