id	g	profile	group_class	y1	y2	y3
1	1	1	1	1.8473759255461	1.48822749785577	-0.189980183559567
2	1	1	1	1.17420029404638	2.52065130286084	1.45947896943292
3	1	1	1	0.81923512809121	-0.596343821684926	0.923182857427171
4	1	1	1	0.28193128968164	0.325041079244577	-0.628791396250023
5	1	1	1	-1.33646393987234	-1.2711423373141	-0.0341063428942818
6	1	1	1	-0.617854062893971	-2.18007398794192	0.456189173456933
7	1	1	1	-0.970567912484072	-0.269846380097227	-0.797232526269066
8	1	1	1	0.217852772579369	0.350572599974192	-1.24276539085558
9	1	1	1	-1.26542322230088	-0.571877053026141	2.53344319504889
10	1	2	1	3.00653331461473	4.12437897587942	2.02199493936835
11	2	2	2	-0.251409698997466	-3.26130103982866	0.767513443206401
12	2	2	2	1.2838663142414	1.21148745714112	2.51208277783746
13	2	2	2	2.95776784765863	4.1973874117148	-0.34238919045812
14	2	2	2	1.96646206659232	0.166673834830358	1.1718739869502
15	2	2	2	2.31656833810385	2.65389094363856	0.167335251620389
16	2	1	2	0.0470865705376568	0.100298942812333	1.3801350058611
17	2	2	2	1.00171480706949	1.12867672739044	2.13348461163204
18	2	2	2	1.35448855400643	2.80639354850664	2.20842551619905
19	2	2	2	3.40642051706153	0.78956093193032	0.89229110565456
20	2	2	2	2.2954025807921	0.760323317149696	2.40046622798688
21	3	2	1	1.7645270265543	1.55542795190823	1.26619888490742
22	3	1	1	-0.262528375003954	-0.217614827089774	-0.47850493455185
23	3	1	1	0.998209833771386	0.0051797037635557	-1.56906259535903
24	3	1	1	0.682795892196411	-0.228180567776726	0.51035225784634
25	3	1	1	-0.0554355219430522	0.504412701579178	-1.61560696334814
26	3	1	1	-2.15418141178167	-1.18893780997104	0.12748182098141
27	3	1	1	1.17602887583855	0.357115129050485	2.67691566630089
28	3	1	1	0.568000281024971	0.116069212804811	-0.211435615265198
29	3	1	1	-1.02848177522618	-0.748368340543984	-0.516718251304872
30	3	1	1	0.144806031165182	-0.679522120808401	-0.78286752794961
31	4	1	2	-1.45107615239174	0.0375723596362088	0.48968465768038
32	4	2	2	0.331761260207027	1.44326273040221	1.44340492055786
33	4	2	2	2.9021695926983	2.60767491112079	1.39011408835117
34	4	1	2	-2.01920957921401	-2.62683244055358	-0.109722284390775
35	4	2	2	-0.429072021784754	-0.63136352245273	0.908872908686452
36	4	2	2	3.44489595546024	3.4236251489937	0.664159101110086
37	4	2	2	3.19829656158154	0.792905721863901	-1.84334964974748
38	4	2	2	1.86042618534323	1.5295675748514	-0.364950260204546
39	4	2	2	0.389782852088196	0.172830788584834	-0.510833310469949
40	4	1	2	-0.0588975492372227	0.513643909738765	-0.72454313987363
41	5	1	1	-0.0899158228410208	-1.03827429918145	0.580943382598814
42	5	2	1	1.76233680009461	1.42100711995404	0.857711309250263
43	5	1	1	0.53132306644692	0.19730106969615	0.540531518941237
44	5	1	1	-0.214310426487549	1.64923870780639	-0.860794015248772
45	5	1	1	0.924324420907815	-1.22319768709899	0.871895131985899
46	5	1	1	1.61654635374873	1.90067973040349	0.93571189634804
47	5	1	1	0.100888211272315	-0.54932954598612	-0.767724933543253
48	5	1	1	1.46294834484706	2.15233544004563	0.335194989977151
49	5	1	1	-2.92348359717856	-4.08108877279162	0.271685726589366
50	5	1	1	0.586521900477756	0.931031233607271	0.354773177231761
51	6	2	1	2.67585203941407	2.31300728564719	-0.0732137455530206
52	6	1	1	1.33566849309794	-0.631358774714257	0.859981224078582
53	6	1	1	-0.812213562384834	-2.09322759782784	0.471597601961248
54	6	1	1	0.40451891875938	-1.92074383369277	-0.965034548365096
55	6	1	1	-0.632027168145955	0.0284934060756676	-0.0618009010979745
56	6	1	1	1.79053818109559	3.39658826991989	-0.353419168406171
57	6	1	1	2.08169272228145	1.39052537071346	-1.00654368453457
58	6	1	1	0.0559687946879503	-0.155547441915948	-0.986952534463734
59	6	1	1	-0.542962153707807	-0.952943343345117	0.666273116184263
60	6	1	1	0.257644732581464	0.615620462670462	-0.503022989375796
61	7	1	1	1.38223578798825	1.98021352920467	-1.22538312824187
62	7	2	1	2.54539741485289	1.76733142935831	1.04667612323372
63	7	1	1	0.382204261261064	0.505660139201327	0.166057691850402
64	7	1	1	1.35698722545656	-0.419611724849356	0.493512697917052
65	7	1	1	-1.60735383592923	-0.405050218779938	0.5428012407661
66	7	1	1	1.00870808425419	0.691783446043532	-1.0767295096821
67	7	1	1	-0.0211422428471197	0.337738927831895	0.264862685958464
68	7	1	1	-0.740907353840414	-0.706143936048634	1.33024738096759
69	7	1	1	-0.232258410878024	1.75289942470809	-0.730534478946997
70	7	1	1	0.3624885705684	-0.12624962513254	-0.853288470338634
71	8	2	1	1.1258914104941	1.0502407711078	1.46919662665535
72	8	2	1	1.22117445639736	2.24001677037595	2.18000607628578
73	8	1	1	-0.814721948873579	-0.276578535829722	0.277690805538925
74	8	1	1	-0.927111935498454	-3.02892970438392	0.13189731652585
75	8	1	1	-1.58107460054057	-0.814386518333948	-1.39460973997919
76	8	1	1	-0.254441716935562	-0.137100775184202	0.807091067684585
77	8	1	1	-0.823135922537987	0.212757830690456	0.92210183245939
78	8	1	1	-1.70441380510076	-3.02920827357926	0.791796157911226
79	8	1	1	-0.601573933208238	0.0144073351102514	1.26317121287421
80	8	1	1	0.41162807914193	2.01764437024841	0.714757899989774
81	9	2	2	1.08863832942884	1.46798915841412	2.4123135979302
82	9	2	2	4.12180976817062	3.42821363249509	0.43000300443387
83	9	2	2	1.59396643709118	2.60606763558179	1.25869747726203
84	9	2	2	1.28617637561315	-0.196357415916984	2.49619812025173
85	9	1	2	-0.538491960809705	-0.55515930747996	-0.0532331997761341
86	9	2	2	2.1343957801467	1.72412456027693	0.387084915731794
87	9	2	2	1.66558850681435	-0.149362070174245	1.07675718472175
88	9	2	2	2.57790729070172	0.886991560463798	-0.248761287252706
89	9	2	2	2.25368178323314	1.34769265899533	0.851946374894552
90	9	2	2	2.26821249170644	0.182370878595507	-0.0777515713961106
91	10	2	1	1.70653672644609	-0.444145309534762	2.03501301594778
92	10	2	1	1.77926526384829	0.878812458064238	-1.40562210775795
93	10	1	1	-0.970000316630857	-1.14042597876503	-0.24457470916593
94	10	1	1	-1.54039216371427	-2.36357065966827	-1.76935853877449
95	10	1	1	-0.632782911570357	-0.171891056971867	1.7343817358384
96	10	1	1	-0.6163113660174	-1.7776404680814	-0.683147654007757
97	10	1	1	0.0298434516047382	0.961985135081247	-0.395605954054019
98	10	2	1	2.71981672190596	1.71609748141246	1.67673927802326
99	10	1	1	-0.999872162913407	-1.34963813907254	-1.89771880672192
100	10	1	1	0.692600247862883	1.28531416919869	-0.933801324468121
101	11	1	1	0.749291140492313	1.32854821043519	0.633469949752474
102	11	1	1	-0.647817978917394	0.0863155415823967	-1.64954583597606
103	11	1	1	1.88970932012698	3.07208964395269	1.0607326302583
104	11	1	1	0.519836497199591	0.484895794633732	-1.05688207590231
105	11	1	1	0.368559310867356	-0.766497653230092	0.492508183538351
106	11	1	1	0.251830204253531	0.662140970903484	-0.108639869616295
107	11	1	1	-0.992076492069575	-2.03352634286529	-1.41077955196887
108	11	2	1	2.51116967915652	3.72490446101379	1.71648750826256
109	11	1	1	0.914262098394691	-0.188225638764545	-0.320810239474273
110	11	1	1	-0.515689960929079	-0.740928292057272	-0.826006679060356
111	12	1	1	0.539006672228954	1.08821935365912	-0.900947165779876
112	12	1	1	-0.0472557245997047	0.997344332600293	-1.25324659610969
113	12	1	1	0.190404521420532	-0.126433813480642	0.0353248626897971
114	12	1	1	0.592192313805322	0.544768298518945	0.890814419025722
115	12	1	1	0.535540911819527	0.0832368406779952	0.955707547235607
116	12	1	1	1.20559160318856	-0.000684518888524055	0.0131053254870676
117	12	1	1	0.393098464635936	0.522833860614194	0.805913742991197
118	12	1	1	1.23673984907833	0.356531554373417	0.0397504918794502
119	12	1	1	0.744984440415926	0.646336315545529	0.410014036953845
120	12	2	1	1.86558456524565	1.10478675284831	0.33603688899864
121	13	1	1	-1.46206051803768	-1.53314792001347	-0.41622861920082
122	13	2	1	2.39572999768691	2.67055805116329	0.948158080994116
123	13	1	1	0.675819225581705	0.69226213365638	0.0807555803276819
124	13	2	1	2.50928646158852	0.991927013833574	1.29708165226196
125	13	1	1	0.842589610904251	-1.77167530779818	1.49103346630204
126	13	1	1	1.33371242286392	1.72584229861101	-0.767783084861811
127	13	1	1	-0.520979111093692	-0.717456361255288	0.546869881389855
128	13	1	1	0.170721276035439	0.431113639259739	-0.32870738441837
129	13	2	1	1.81281161199775	1.81888290097956	1.22256804142202
130	13	1	1	-1.40165186030965	-0.904706532718171	-0.35613067910646
131	14	1	1	-0.179322844435998	-1.58653354425876	-0.268861801016737
132	14	1	1	-1.72510624684819	-0.807316626183409	1.14561436269668
133	14	2	1	-0.062678155196473	1.36417078480778	-0.706027810645702
134	14	1	1	-0.904440529696423	0.447882098525108	0.911663361484674
135	14	1	1	-1.34202148610384	0.363483431060613	0.871803767078735
136	14	1	1	1.04777018611385	2.64662414379238	-1.32334384635825
137	14	1	1	-0.156681521307147	-1.11929870567059	0.332733600486905
138	14	1	1	-1.23054921751179	-0.629504533247947	0.0378969408867878
139	14	1	1	-0.281403542451393	-0.71212175774554	1.29616556992131
140	14	1	1	1.07138592005394	0.74122877045396	-0.983260362974454
141	15	1	1	-0.824572618164813	-0.866990625290584	0.865924123004142
142	15	1	1	1.09448515752937	0.199590829186299	-1.18404071813863
143	15	1	1	-0.656365021453617	-1.25190653289369	0.152613610419629
144	15	1	1	0.925160688336083	1.06321769595753	1.72648959693488
145	15	1	1	1.48534053806318	-0.504623279021734	-1.53948844002866
146	15	1	1	0.189318522626017	-1.40883192678299	-0.609530744060485
147	15	1	1	-0.16954178767981	-1.3867090841188	1.347553470619
148	15	1	1	-0.460536719434633	1.36404829785221	-0.273893518560459
149	15	1	1	1.29371165740269	0.394110215038886	-0.855393534450804
150	15	1	1	-0.195738390139793	0.44079802286891	-0.291063882716252
151	16	2	2	1.86107727011115	0.663070106353743	1.11669440869109
152	16	2	2	1.84065682108904	2.57769786812398	0.872782669847527
153	16	2	2	2.49200305605586	0.98867295063775	1.27079461287842
154	16	2	2	3.54737833296967	3.04208493191986	1.25260869006835
155	16	1	2	-0.144303932560312	0.468291206127495	0.619083905509878
156	16	2	2	2.46273370250069	2.96940255615276	0.703569537785844
157	16	2	2	2.43568692216897	2.28484149537362	0.908561816503861
158	16	2	2	2.06511617111676	-0.406893098726907	1.7284867649081
159	16	2	2	2.28750807393777	3.23056725944281	0.913987820353372
160	16	2	2	2.24933385398828	2.4129430357248	2.52080480109238
161	17	2	2	1.16978745579442	-0.803924577676711	0.569956489737453
162	17	1	2	-0.478172642867829	-0.145686240823143	1.21961351518164
