g	y1	y2	y3	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
1	1.8473759255461	1.48822749785577	-0.189980183559567	1	1	    0.981686	    0.018314	1	    0.156911	    0.843089	2	    0.159452	    0.840548	   0.0207059	    0.979294
1	1.17420029404638	2.52065130286084	1.45947896943292	2	1	    0.981686	    0.018314	1	   0.0449949	    0.955005	2	   0.0457352	    0.954265	  0.00531353	    0.994686
1	0.81923512809121	-0.596343821684926	0.923182857427171	3	1	    0.981686	    0.018314	1	    0.955711	   0.0442887	1	    0.959965	   0.0400352	    0.727711	    0.272289
1	0.28193128968164	0.325041079244577	-0.628791396250023	4	1	    0.981686	    0.018314	1	    0.987259	   0.0127406	1	     0.98875	   0.0112502	    0.907372	   0.0926282
1	-1.33646393987234	-1.2711423373141	-0.0341063428942818	5	1	    0.981686	    0.018314	1	    0.999979	 2.07912e-05	1	    0.999982	 1.81429e-05	    0.999837	 0.000162752
1	-0.617854062893971	-2.18007398794192	0.456189173456933	6	1	    0.981686	    0.018314	1	    0.999944	 5.57169e-05	1	    0.999951	 4.86214e-05	    0.999564	 0.000436057
1	-0.970567912484072	-0.269846380097227	-0.797232526269066	7	1	    0.981686	    0.018314	1	    0.999843	 0.000156587	1	    0.999863	  0.00013666	    0.998775	  0.00122476
1	0.217852772579369	0.350572599974192	-1.24276539085558	8	1	    0.981686	    0.018314	1	    0.992247	  0.00775301	1	    0.993184	  0.00681566	    0.942002	   0.0579981
1	-1.26542322230088	-0.571877053026141	2.53344319504889	9	1	    0.981686	    0.018314	1	    0.998844	  0.00115598	1	     0.99899	  0.00100987	    0.991012	  0.00898809
1	3.00653331461473	4.12437897587942	2.02199493936835	10	1	    0.981686	    0.018314	1	 2.33329e-05	    0.999977	2	 2.37189e-05	    0.999976	 2.64375e-06	    0.999997
2	-0.251409698997466	-3.26130103982866	0.767513443206401	11	2	  0.00165183	    0.998348	2	    0.999714	 0.000286066	1	    0.999968	 3.19397e-05	    0.999714	 0.000286486
2	1.2838663142414	1.21148745714112	2.51208277783746	12	2	  0.00165183	    0.998348	2	  0.00798686	    0.992013	2	   0.0665983	    0.933402	  0.00788988	     0.99211
2	2.95776784765863	4.1973874117148	-0.34238919045812	13	2	  0.00165183	    0.998348	2	 2.75414e-05	    0.999972	2	 0.000243835	    0.999756	 2.71836e-05	    0.999973
2	1.96646206659232	0.166673834830358	1.1718739869502	14	2	  0.00165183	    0.998348	2	   0.0330961	    0.966904	2	    0.233084	    0.766916	   0.0327652	    0.967235
2	2.31656833810385	2.65389094363856	0.167335251620389	15	2	  0.00165183	    0.998348	2	 0.000866076	    0.999134	2	  0.00761818	    0.992382	 0.000854904	    0.999145
2	0.0470865705376568	0.100298942812333	1.3801350058611	16	2	  0.00165183	    0.998348	2	    0.814476	    0.185524	1	    0.975198	   0.0248024	     0.81421	     0.18579
2	1.00171480706949	1.12867672739044	2.13348461163204	17	2	  0.00165183	    0.998348	2	   0.0298821	    0.970118	2	    0.214727	    0.785273	   0.0295762	    0.970424
2	1.35448855400643	2.80639354850664	2.20842551619905	18	2	  0.00165183	    0.998348	2	  0.00091219	    0.999088	2	  0.00802096	    0.991979	 0.000900428	      0.9991
2	3.40642051706153	0.78956093193032	0.89229110565456	19	2	  0.00165183	    0.998348	2	 0.000517602	    0.999482	2	  0.00456519	    0.995435	 0.000510905	    0.999489
2	2.2954025807921	0.760323317149696	2.40046622798688	20	2	  0.00165183	    0.998348	2	  0.00143094	    0.998569	2	   0.0125323	    0.987468	  0.00141257	    0.998587
3	1.7645270265543	1.55542795190823	1.26619888490742	21	3	    0.997585	  0.00241505	1	   0.0525164	    0.947484	2	   0.0526286	    0.947371	  0.00615371	    0.993846
3	-0.262528375003954	-0.217614827089774	-0.47850493455185	22	3	    0.997585	  0.00241505	1	    0.998703	  0.00129732	1	    0.998727	  0.00127309	    0.988693	   0.0113072
3	0.998209833771386	0.0051797037635557	-1.56906259535903	23	3	    0.997585	  0.00241505	1	    0.973598	   0.0264021	1	    0.974002	   0.0259983	     0.80679	     0.19321
3	0.682795892196411	-0.228180567776726	0.51035225784634	24	3	    0.997585	  0.00241505	1	    0.965992	   0.0340076	1	    0.966485	   0.0335155	    0.762704	    0.237296
3	-0.0554355219430522	0.504412701579178	-1.61560696334814	25	3	    0.997585	  0.00241505	1	     0.99649	  0.00350983	1	    0.996555	  0.00344549	    0.969914	   0.0300862
3	-2.15418141178167	-1.18893780997104	0.12748182098141	26	3	    0.997585	  0.00241505	1	    0.999998	 2.35804e-06	1	    0.999998	  2.3135e-06	    0.999979	  2.0756e-05
3	1.17602887583855	0.357115129050485	2.67691566630089	27	3	    0.997585	  0.00241505	1	    0.216091	    0.783909	2	    0.216542	    0.783458	   0.0298858	    0.970114
3	0.568000281024971	0.116069212804811	-0.211435615265198	28	3	    0.997585	  0.00241505	1	    0.976407	    0.023593	1	    0.976775	   0.0232245	    0.824183	    0.175817
3	-1.02848177522618	-0.748368340543984	-0.516718251304872	29	3	    0.997585	  0.00241505	1	    0.999932	 6.84104e-05	1	    0.999933	 6.71189e-05	    0.999398	 0.000601861
3	0.144806031165182	-0.679522120808401	-0.78286752794961	30	3	    0.997585	  0.00241505	1	    0.998449	  0.00155099	1	    0.998478	  0.00152208	    0.986508	   0.0134922
4	-1.45107615239174	0.0375723596362088	0.48968465768038	31	4	    0.695013	    0.304987	1	    0.999469	 0.000531447	1	    0.999845	 0.000155034	    0.998611	  0.00138923
4	0.331761260207027	1.44326273040221	1.44340492055786	32	4	    0.695013	    0.304987	1	    0.540414	    0.459586	1	    0.690251	    0.309749	    0.198961	    0.801039
4	2.9021695926983	2.60767491112079	1.39011408835117	33	4	    0.695013	    0.304987	1	 0.000434956	    0.999565	2	 0.000596627	    0.999403	 6.65348e-05	    0.999933
4	-2.01920957921401	-2.62683244055358	-0.109722284390775	34	4	    0.695013	    0.304987	1	    0.999999	 1.01555e-06	1	           1	 2.95965e-07	    0.999997	 2.65536e-06
4	-0.429072021784754	-0.63136352245273	0.908872908686452	35	4	    0.695013	    0.304987	1	    0.995263	  0.00473686	1	    0.998607	  0.00139267	    0.987642	   0.0123577
4	3.44489595546024	3.4236251489937	0.664159101110086	36	4	    0.695013	    0.304987	1	  7.3705e-05	    0.999926	2	 0.000101103	    0.999899	 1.12699e-05	    0.999989
