g	y1	y2	y3	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
1	1.77557717506449	2.05758909744307	0.784001444778665	1	1	  0.00301136	    0.996989	2	    0.996535	  0.00346512	1	     0.91323	   0.0867699	    0.996786	   0.0032135
1	1.56260214409994	2.78723986183483	1.08362800532413	2	1	  0.00301136	    0.996989	2	    0.998409	  0.00159146	1	      0.9584	   0.0416004	    0.998529	  0.00147062
1	1.32776845840738	0.249122281330722	-2.48184320500485	3	1	  0.00301136	    0.996989	2	    0.418472	    0.581528	2	   0.0239486	    0.976051	    0.419663	    0.580337
1	1.53152212697455	1.33538046354476	1.09529009741748	4	1	  0.00301136	    0.996989	2	    0.987842	   0.0121575	1	    0.745899	    0.254101	    0.988573	   0.0114267
1	0.660042273715528	1.87593032332565	2.61216218943337	5	1	  0.00301136	    0.996989	2	    0.988588	   0.0114124	1	    0.758009	    0.241991	    0.989284	    0.010716
1	1.66543272776861	-0.795117587763548	0.238961185229975	6	1	  0.00301136	    0.996989	2	    0.754027	    0.245973	1	   0.0951354	    0.904865	    0.756017	    0.243983
1	0.538949952138077	-0.137800929733305	0.839704393991894	7	1	  0.00301136	    0.996989	2	    0.517558	    0.482442	1	   0.0353198	     0.96468	    0.519015	    0.480985
1	0.999384763413126	1.88560944553046	-1.08461906907179	8	1	  0.00301136	    0.996989	2	     0.90961	   0.0903902	1	    0.259142	    0.740858	    0.911575	   0.0884255
1	2.34148932892614	0.565185522123232	-0.152629517644084	9	1	  0.00301136	    0.996989	2	     0.98372	   0.0162798	1	    0.684805	    0.315195	    0.984623	    0.015377
1	0.941372668697316	2.76122751202516	-1.04627067832703	10	1	  0.00301136	    0.996989	2	     0.96773	   0.0322701	1	    0.515501	    0.484499	    0.969096	   0.0309041
