0.103062 -0.33005 -0.667228 0.121358 0.511049 1 1
1.113401 2.031895 1.444594 1.907425 2.450097 1 2
0.090813 0.181742 0.30447 0.227832 0.493869 1 3
0.821405 1.413656 1.575386 0.867735 1.772341 1 4
0.534117 0.596198 -0.418588 -0.13374 -0.856114 1 5
-2.467778 -2.245303 -1.400415 -1.187502 -2.093966 2 6
0.794778 1.086875 0.096245 1.158828 0.561134 2 7
3.319447 2.796476 3.414183 3.144711 3.006258 2 8
0.426219 0.542464 0.795956 0.800977 -0.734621 2 9
1.787949 1.25359 0.715368 0.638391 1.235497 2 10
2.110591 1.568463 1.541073 2.334434 1.632932 3 11
2.612693 1.543098 1.636861 1.458688 0.43836 3 12
2.796894 2.394996 1.956187 1.84875 2.472598 3 13
1.072622 0.076632 0.006189 0.502655 -0.473512 3 14
-0.365803 -1.573564 -1.472482 -0.713053 0.130742 3 15
-0.66894 -1.221436 -0.370654 0.165443 -0.560617 4 16
0.999924 0.549661 0.576736 0.793777 0.014091 4 17
-2.254917 -1.159827 -2.309395 -1.44577 -1.915315 4 18
-0.758589 -0.383583 -1.055248 -0.043885 -0.920228 4 19
0.059287 -0.752905 -0.567189 0.067262 -0.25933 4 20
-1.036001 -1.782154 -0.173711 -1.076352 -0.65721 5 21
1.081339 0.514921 0.558681 0.95499 0.382431 5 22
1.870741 1.850924 2.017159 2.047612 1.385041 5 23
-0.431624 -0.808967 0.610713 -0.801232 -0.669408 5 24
1.751072 1.598505 1.124734 2.087881 1.80152 5 25
0.269778 0.067162 -0.249443 0.881841 1.665955 6 26
0.82334 1.924852 1.219066 0.457358 0.674498 6 27
0.582081 -0.113343 1.232418 0.858656 0.15612 6 28
4.771325 3.137326 3.03873 2.828132 2.407154 6 29
0.490561 0.982195 0.908495 1.066294 2.254469 6 30
1.943615 1.566783 0.876952 1.083756 1.052163 7 31
0.659474 0.674355 0.970879 0.628279 0.61982 7 32
-0.10488 0.111777 -0.688916 0.565667 0.151483 7 33
1.744454 1.138885 2.066582 1.655044 1.970072 7 34
1.428449 2.011657 2.153585 2.08127 0.449609 7 35
0.966505 0.302683 0.890696 0.868406 1.247789 8 36
-0.744386 -1.003355 -2.021161 -2.062101 -0.509239 8 37
-2.223466 -1.355745 -2.044106 -0.71659 -1.377269 8 38
-0.268034 -0.388211 -0.534044 0.27079 0.262923 8 39
1.409936 1.1482 0.686624 1.40127 0.706417 8 40
1.982593 1.630742 2.235821 1.346167 1.677749 9 41
1.752521 1.605874 0.95747 1.030688 0.570293 9 42
2.062207 1.735887 1.237946 1.211964 1.121855 9 43
3.394921 3.545409 2.341665 2.512457 1.803731 9 44
3.059642 2.922264 2.231725 2.992533 1.752849 9 45
1.380015 1.207857 0.541614 0.757724 1.782967 10 46
-0.257568 -0.367614 -0.738356 0.275736 -0.672828 10 47
-1.135606 -1.079964 0.066549 -0.239148 -0.371992 10 48
0.616799 0.794778 1.550177 1.345461 0.800426 10 49
-1.320765 -1.028254 -0.864724 -0.775589 -1.274914 10 50
2.604313 2.017857 2.423661 2.54371 1.7062 11 51
0.376924 0.044005 0.886555 0.948628 -0.431173 11 52
-0.37204 0.344144 0.656471 0.765872 0.404242 11 53
-0.809397 -1.576035 0.005421 -0.880393 -1.207414 11 54
4.897437 3.385921 2.615953 3.377285 2.521604 11 55
1.553533 1.160506 0.534331 1.212653 1.012516 12 56
0.767219 0.109201 0.684089 0.157193 0.193719 12 57
-1.09709 -0.676798 -0.287293 -1.007361 -0.376386 12 58
-0.247126 0.018835 0.150159 0.273792 -0.436718 12 59
2.068785 0.51815 0.670473 0.26961 1.094696 12 60
2.71772 1.837689 1.433652 2.290601 1.631338 13 61
-1.703848 -1.520452 -1.428569 -0.356572 -1.463352 13 62
1.594075 1.198552 2.459249 1.604009 1.745671 13 63
2.113432 2.163253 2.011817 1.892482 2.030195 13 64
1.70239 1.101498 1.033488 1.230858 1.869513 13 65
-0.912839 -0.545943 -0.834629 -0.841306 -1.318838 14 66
-2.185776 -1.337513 -0.24941 -1.834479 -1.116609 14 67
1.290194 0.783088 -0.752954 0.894628 -0.12735 14 68
-0.140375 0.290019 0.291044 0.732379 0.498516 14 69
2.415319 0.679945 2.150347 0.915951 1.310577 14 70
2.260731 2.811962 2.305397 1.910957 2.531841 15 71
4.287413 2.571372 3.238455 3.203894 3.572532 15 72
0.982525 1.679148 1.086239 1.606836 1.985666 15 73
0.317369 0.913186 -0.4815 0.926256 -0.191256 15 74
-0.294018 -0.127997 0.136769 -0.181899 0.979493 15 75
0.153963 0.472873 0.448939 0.063089 0.241709 16 76
2.202046 1.445247 2.376909 1.428106 2.121421 16 77
3.883571 2.48349 2.077798 3.168997 2.341532 16 78
2.15461 2.061617 1.345983 1.31379 1.885264 16 79
1.646779 0.807846 0.1825 0.268204 0.343375 16 80
1.16237 1.256828 0.884828 1.017141 1.212081 17 81
2.627856 1.826376 1.442844 0.727599 1.406594 17 82
3.090531 2.733865 2.035508 1.921644 2.475727 17 83
2.553144 1.660121 1.070695 2.584478 1.888412 17 84
0.040451 0.537582 -0.667103 0.178534 0.511148 17 85
0.28784 0.469447 -0.400672 -0.999261 -1.039339 18 86
-1.715785 -1.269566 -0.321619 -0.73778 -0.786539 18 87
-0.532577 -0.447495 0.731532 0.031795 0.424395 18 88
-0.134637 0.655576 0.359194 0.799477 0.065389 18 89
2.149927 2.96263 0.816968 2.618386 1.356398 18 90
4.166458 2.650179 2.866331 3.497209 2.289823 19 91
2.943249 2.290312 2.393682 1.616901 1.05021 19 92
0.564506 1.374589 0.659003 0.708831 1.056145 19 93
0.927408 0.835742 0.328251 0.853766 1.018559 19 94
-1.588412 -1.433952 -2.011939 -0.534792 -1.817887 19 95
0.716427 -0.345411 -1.058925 -0.402735 -0.489338 20 96
1.896761 1.880599 1.134227 1.569594 2.019038 20 97
